userId,movieId,rating,timestamp
777,50,4,0
777,260,5,0
777,296,5,0
777,318,4.5,0
777,356,4.5,0
777,527,5,0
777,858,4,0
777,1222,5,0
777,1258,5,0
777,2628,5,0
777,2959,4.5,0
777,5378,5,0
777,7153,5,0
777,33493,5,0
777,112552,5,0
